Kingdom,Phylum,Class,Order,Family,Genus,Species,Red List status,Year assessed
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Gerres,filamentosus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,firmamentum,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,fisheri,LC,2010
ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Cacomantis,flabelliformis,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pteragogus,flagellifer,LC,2010
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,flammea,LC,2013
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Pantala,flavescens,LC,2013
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,flavidus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,flavifrons,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,flavipectoralis,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Chrysiptera,flavipinnis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,flavirostris,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,flavissima,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Forcipiger,flavissimus,LC,2010
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PETROICIDAE,Eopsaltria,flaviventris,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Lepidocybium,flavobrunneum,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,flavoccipitis,LC,2014
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Gerygone,flavolateralis,LC,2012
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,flavomaculata,LC,2013
ANIMALIA,ARTHROPODA,INSECTA,ODONATA,SYNTHEMISTIDAE,Synthemis,flexicauda,DD,2009
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,flexuosa,NT,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,floccatus,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,SCROPHULARIACEAE,Bacopa,floribunda,LC,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,florida,NT,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,floridulus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,floweri,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,foliosa,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,foliosa,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,forbesi,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,formosa,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,forsteni,LC,2012
ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,forsteri,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CIRRHITIDAE,Paracirrhites,forsteri,LC,2016
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Dentex,fourmanoiri,DD,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Ecsenius,fourmanoiri,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,foveolata,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Sufflamen,fraenatum,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,fragilis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,fragilis,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Oxanthera,fragrans,EN,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Pycnandra,francei,VU,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,frenatus,LC,2012
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,frigidus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,frondens,LC,2008
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Laticauda,frontalis,NT,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Chlorurus,frontalis,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,MONACANTHIDAE,Cantherhines,fronticinctus,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,fruticosa,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Schismatogobius,fuligimentus,DD,2012
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,OCEANITIDAE,Nesofregetta,fuliginosa,EN,2012
ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,fuliginosa,LC,2012
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Pluvialis,fulva,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,fungites,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Caulastrea,furcata,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Cheilopogon,furcatus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Nectamia,fusca,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Eleotris,fusca,LC,2012
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,fusca,DD,2013
ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Onychoprion,fuscatus,LC,2015
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,fuscocinerea,LC,2013
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,fuscogilva,VU,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Epinephelus,fuscoguttatus,NT,2004
ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Uropterygius,fuscoguttatus,LC,2010
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,fuscopunctata,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Plerandra,gabriellae,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,gaimard,LC,2010
ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Asymbolus,galacticus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Abyssobrotula,galatheae,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,CETOMIMIFORMES,CETOMIMIDAE,Danacetichthys,galathenus,DD,2015
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,galil,LC,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,gardineri,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Diaphus,garmani,LC,2015
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Phoboscincus,garnieri,LC,2011
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,garrulus,EN,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Stegastes,gascoynei,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,PITTOSPORACEAE,Pittosporum,gatopense,VU,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,gatopensis,VU,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Leptostylis,gatopensis,EN,1998
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,geitaina,NT,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,APHYONIDAE,Aphyonus,gelatinosus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,MYCTOPHIDAE,Lobianchia,gemellarii,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,gemmacea,LC,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,gemmae,NT,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,gemmifera,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,generalis,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LETHRINIDAE,Lethrinus,genivittatus,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Kanakyella,gentilsiana,DD,2011
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,TRACHYPHYLLIIDAE,Trachyphyllia,geoffroyi,NT,2008
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,geographus,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Omobranchus,germaini,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CHRYSOBALANACEAE,Hunga,gerontogea,VU,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SCROPHULARIALES,LENTIBULARIACEAE,Utricularia,gibba,LC,2014
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Gibbularctus,gibberosus,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Tetrosomus,gibbosus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Plectorhinchus,gibbosus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,gigantea,LC,2008
ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,CARDIIDAE,Tridacna,gigas,VU,1996
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,ginkgodens,DD,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Glossogobius,giuris,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,glabra,EN,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Oxypora,glabra,LC,2014
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,PALMAE,Alloschmidia,glabrata,VU,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,glabrescens,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,XIPHIIDAE,Xiphias,gladius,LC,2016
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Archidendropsis,glandulosa,VU,1998
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,glans,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Sarcomelicope,glauca,CR,1998
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,glauca,NT,2008
ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Prionace,glauca,NT,2009
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Xanthostemon,glaucus,CR,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,LAMPRIFORMES,REGALECIDAE,Regalecus,glesne,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Scarus,globiceps,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Cetonurus,globiceps,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Cupaniopsis,globosa,VU,2010
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,CYPERALES,GRAMINEAE,Isachne,globosa,LC,2013
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus,gnidioides,NT,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Calumia,godeffroyi,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Cestraeus,goldiei,DD,2012
ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ducula,goliath,NT,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,PITTOSPORACEAE,Pittosporum,gomonenense,EN,1998
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,gomoni,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,gondwanensis,LC,2013
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,Podonephelium,gongrocarpum,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,EBENALES,SAPOTACEAE,Leptostylis,goroensis,CR,1998
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPLODACTYLIDAE,Bavayia,goroensis,EN,2011
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Hemistomia,gorotitei,CR,2011
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ENOPLOMETOPIDAE,Enoplometopus,gracilipes,DD,2011
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Macrobrachium,gracilirostre,LC,2013
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,gracilis,VU,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Spratelloides,gracilis,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,PARALEPIDIDAE,Stemonosudis,gracilis,LC,2010
ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,gracilis,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,gracilis,LC,2014
ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,TREMOCTOPODIDAE,Tremoctopus,gracilis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Hymenogadus,gracilis,DD,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE,Leptostomias,gracilis,LC,2015
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Pearsonothuria,graeffei,LC,2013
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,HYDROCHARITALES,HYDROCHARITACEAE,Najas,graminea,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,grammoptilus,LC,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Xylocarpus,granatum,LC,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,Ochrosia,grandiflora,VU,1998
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Macrobrachium,grandimanus,LC,2013
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,grandis,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,grandis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Spectrunculus,grandis,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,granulosa,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,granulosa,LC,2014
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Leiorhagium,granum,CR,2011
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,granum,LC,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Choerodon,graphicus,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,gratacapii,DD,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Halicampus,grayi,LC,2016
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Lioscincus,greeri,DD,2010
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,greeri,EN,2011
ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Ptilinopus,greyi,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,OPISTHOPROCTIDAE,Opisthoproctus,grimaldii,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,grisea,LC,2014
ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Grampus,griseus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,HIMANTOLOPHIDAE,Himantolophus,groenlandicus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Nomeus,gronovii,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VIOLALES,FLACOURTIACEAE,Xylosma,grossecrenatum,EN,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Awaous,guamensis,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,guentheri,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,guentheri,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,AULOPIFORMES,SCOPELARCHIDAE,Scopelarchus,guentheri,LC,2015
ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TRUNCATELLIDAE,Truncatella,guerinii,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,RHYACICHTHYIDAE,Rhyacichthys,guilberti,DD,2012
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Albizia,guillainii,VU,2010
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CHRYSOBALANACEAE,Hunga,guillauminii,VU,1998
PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Dacrydium,guillauminii,CR,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Acanthurus,guttatus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Salarias,guttatus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Prognathodes,guyotensis,DD,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Helcogramma,gymnauchen,LC,2014
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RHIZOPHORALES,RHIZOPHORACEAE,Bruguiera,gymnorhiza,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ELEOTRIDAE,Bunaka,gyrinoides,LC,2012
ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Corythoichthys,haematopterus,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,haimeana,LC,2014
ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,PANDIONIDAE,Pandion,haliaetus,LC,2015
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,halicora,NT,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Xyrichtys,halsteadi,LC,2010
ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,hamamotoi,DD,2013
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Nannoscincus,hanchisteus,CR,2010
ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter,haplochrous,NT,2012
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Caledoniscincus,haplorhinus,LC,2011
ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Geoscincus,haraldmeieri,CR,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,hardwicke,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,hartzfeldii,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,hassi,VU,2008
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,hataii,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Elops,hawaiensis,DD,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,hawaiiensis,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Ceratobregma,helenae,LC,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,helianthoides,NT,2014
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploastrea,heliopora,NT,2014
ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,helleri,LC,2011
ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STERNOPTYCHIDAE,Argyropelecus,hemigymnus,LC,2010
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Enneapterygius,hemimelas,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CIRRHITIDAE,Paracirrhites,hemistictus,LC,2016
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,hemprichii,VU,2008
PLANTAE,TRACHEOPHYTA,LILIOPSIDA,HYDROCHARITALES,HYDROCHARITACEAE,Thalassia,hemprichii,LC,2010
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,hemprichii,LC,2014
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Paracanthurus,hepatus,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,heraldi,LC,2010
ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,heronensis,LC,2008
ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Siokunichthys,herrei,DD,2016
ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,herrmanni,VU,2013
ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Crenimugil,heterocheilos,LC,2012
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCOMBROLABRACIDAE,Scombrolabrax,heterolepis,LC,2015
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,PROTEACEAE,Stenocarpus,heterophyllus,EN,1998
PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DILLENIALES,DILLENIACEAE,Hibbertia,heterotricha,VU,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Cheilopogon,heterurus,LC,2015
ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ACANTHURIDAE,Naso,hexacanthus,LC,2012
ANIMALIA,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,hexagonalis,LC,2014
