rgn_id,kingdom,species,iucn_status,year,risk.wt
1,ANIMALIA,Pavona decussata,VU,2014,0.4
1,ANIMALIA,Pavona explanulata,LC,2014,0
1,ANIMALIA,Pavona maldivensis,LC,2014,0
1,ANIMALIA,Pavona minuta,NT,2014,0.2
1,ANIMALIA,Pavona varians,LC,2014,0
1,ANIMALIA,Pavona venosa,VU,2014,0.4
1,ANIMALIA,Physogyra lichtensteini,VU,2014,0.4
1,ANIMALIA,Plerogyra simplex,NT,2014,0.2
1,ANIMALIA,Plerogyra sinuosa,NT,2014,0.2
1,ANIMALIA,Plesiastrea versipora,LC,2014,0
1,ANIMALIA,Pocillopora damicornis,LC,2014,0
1,ANIMALIA,Pocillopora eydouxi,NT,2014,0.2
1,ANIMALIA,Pocillopora meandrina,LC,2014,0
1,ANIMALIA,Pocillopora verrucosa,LC,2014,0
1,ANIMALIA,Pocillopora woodjonesi,LC,2014,0
1,ANIMALIA,Podabacia crustacea,LC,2014,0
1,ANIMALIA,Polyphyllia novaehiberniae,NT,2008,0.2
1,ANIMALIA,Polyphyllia talpina,LC,2014,0
1,ANIMALIA,Porites australiensis,LC,2014,0
1,ANIMALIA,Porites cylindrica,NT,2014,0.2
1,ANIMALIA,Porites lichen,LC,2014,0
1,ANIMALIA,Porites lobata,NT,2014,0.2
1,ANIMALIA,Porites lutea,LC,2014,0
1,ANIMALIA,Porites murrayensis,NT,2014,0.2
1,ANIMALIA,Porites nigrescens,VU,2014,0.4
1,ANIMALIA,Porites rus,LC,2014,0
1,ANIMALIA,Porites solida,LC,2014,0
1,ANIMALIA,Porites vaughani,LC,2014,0
1,ANIMALIA,Psammocora contigua,NT,2014,0.2
1,ANIMALIA,Psammocora digitata,NT,2014,0.2
1,ANIMALIA,Psammocora explanulata,"NA","NA",0.5
1,ANIMALIA,Psammocora haimeana,LC,2014,0
1,ANIMALIA,Psammocora nierstraszi,"NA","NA",0.5
1,ANIMALIA,Pseudosidastrea tayamai,"NA","NA",0.5
1,ANIMALIA,Sandalolitha robusta,LC,2008,0
1,ANIMALIA,Saropathes margaritae,"NA","NA",0.5
1,ANIMALIA,Scapophyllia cylindrica,LC,2014,0
1,ANIMALIA,Scolymia australis,LC,2014,0
1,ANIMALIA,Scolymia fungiformis,"NA","NA",0.5
1,ANIMALIA,Scolymia vitiensis,NT,2008,0.2
1,ANIMALIA,Seriatopora caliendrum,NT,2014,0.2
1,ANIMALIA,Seriatopora hystrix,LC,2014,0
1,ANIMALIA,Stylocoeniella armata,LC,2014,0
1,ANIMALIA,Stylocoeniella guentheri,LC,2014,0
1,ANIMALIA,Stylophora mordax,"NA","NA",0.5
1,ANIMALIA,Stylophora pistillata,NT,2014,0.2
1,ANIMALIA,Symphyllia agaricia,LC,2014,0
1,ANIMALIA,Symphyllia radians,LC,2008,0
1,ANIMALIA,Symphyllia recta,LC,2008,0
1,ANIMALIA,Symphyllia valenciennesi,LC,2014,0
1,ANIMALIA,Tubastrea aurea,"NA","NA",0.5
1,ANIMALIA,Turbinaria bifrons,VU,2008,0.4
1,ANIMALIA,Turbinaria conspicua,"NA","NA",0.5
1,ANIMALIA,Turbinaria heronensis,"NA","NA",0.5
1,ANIMALIA,Turbinaria mesenterina,VU,2014,0.4
1,ANIMALIA,Turbinaria patula,VU,2008,0.4
1,ANIMALIA,Turbinaria peltata,VU,2008,0.4
1,ANIMALIA,Turbinaria radicalis,NT,2008,0.2
1,ANIMALIA,Turbinaria reniformis,VU,2014,0.4
1,ANIMALIA,Turbinaria stellulata,VU,2014,0.4
1,PLANTAE,Canavalia sericea,LC,2012,0
1,PLANTAE,Erythrina variegata,LC,2012,0
1,PLANTAE,Excoecaria agallocha,LC,2010,0
1,PLANTAE,Pemphis acidula,LC,2010,0
1,PLANTAE,Abutilon indicum,"NA","NA",0.5
1,PLANTAE,Achyranthes aspera var. velutina,"NA","NA",0.5
1,PLANTAE,Acrostichum aureum,"NA","NA",0.5
1,PLANTAE,Arytera neoebudensis,"NA","NA",0.5
1,PLANTAE,Bikkia tetrandra,"NA","NA",0.5
1,PLANTAE,Boerhavia diffusa,"NA","NA",0.5
1,PLANTAE,Casuarina equisetifolia subsp. incana,"NA","NA",0.5
1,PLANTAE,Cenchrus caliculatus,"NA","NA",0.5
1,PLANTAE,Chloris barbata,"NA","NA",0.5
1,PLANTAE,Cocos nucifera,"NA","NA",0.5
1,PLANTAE,Colubrina asiatica var. asiatica,"NA","NA",0.5
1,PLANTAE,Eugenia aff. noumeensis,"NA","NA",0.5
1,PLANTAE,Ficus spp.,"NA","NA",0.5
1,PLANTAE,Heliotropium foertherianum,"NA","NA",0.5
1,PLANTAE,Hibiscus tiliaceus,"NA","NA",0.5
1,PLANTAE,Ipomoea pes-caprae subsp. brasiliensis,"NA","NA",0.5
1,PLANTAE,Lepturus repens,"NA","NA",0.5
1,PLANTAE,Leucaena leucocephala,"NA","NA",0.5
1,PLANTAE,Microsorum grossum,"NA","NA",0.5
1,PLANTAE,Nephrolepis brownii,"NA","NA",0.5
1,PLANTAE,Pandanus tectorius,"NA","NA",0.5
1,PLANTAE,Paspalum vaginatum,"NA","NA",0.5
1,PLANTAE,Pipturus argenteus var. lanosus,"NA","NA",0.5
1,PLANTAE,Pisonia grandis,"NA","NA",0.5
1,PLANTAE,Portulaca lutea,"NA","NA",0.5
1,PLANTAE,Portulaca sp.,"NA","NA",0.5
1,PLANTAE,Rivina humilis,"NA","NA",0.5
1,PLANTAE,Scaevola taccada var. taccada,"NA","NA",0.5
1,PLANTAE,Schleinitzia insularum,"NA","NA",0.5
1,PLANTAE,Senna glanduligera,"NA","NA",0.5
1,PLANTAE,Sesuvium portulacastrum,"NA","NA",0.5
1,PLANTAE,Stenotaphrum micranthum,"NA","NA",0.5
1,PLANTAE,Suriana maritima,"NA","NA",0.5
1,PLANTAE,Thuarea involuta,"NA","NA",0.5
1,PLANTAE,Urochloa subquadripara,"NA","NA",0.5
1,PLANTAE,Wollastonia lifuana,"NA","NA",0.5
