rgn_id,species,year,tonnes,,,,
1,Sea Cucumber,2015,3,,,,
1,Sea Cucumber,2014,7,,,,
1,Sea Cucumber,2013,4,,,,
1,Sea Cucumber,2012,7,,,,
1,Sea Cucumber,2011,16,,,,
1,Lobsters,2015,0,,,,
1,Lobsters,2014,0.7,,,,
1,Lobsters,2013,0,,,,
1,Lobsters,2012,1,,,,
1,Lobsters,2011,1.2,,,,
1,Deep-sea Snappers,2015,0,,,,
1,Deep-sea Snappers,2014,0,,,,
1,Deep-sea Snappers,2013,0,,,,
1,Deep-sea Snappers,2012,0,,,,
1,Deep-sea Snappers,2011,0.5,,,,
